24-09-22 16:40, 25.00, 36.00
24-09-22 16:41, 25.00, 36.00
24-09-22 16:42, 25.00, 36.00
24-09-22 16:43, 25.00, 36.00
24-09-22 16:44, 25.00, 36.00
24-09-22 16:45, 25.00, 36.00
24-09-22 16:55, 25.00, 36.00
24-09-22 17:14, 25.00, 36.00
24-09-22 18:01, 24.00, 36.00
24-09-22 18:11, 24.00, 37.00
24-09-22 18:41, 24.00, 38.00
24-09-22 18:51, 24.00, 38.00
24-09-22 19:01, 24.00, 37.00
24-09-22 19:11, 24.00, 35.00
24-09-22 19:38, 24.00, 35.00
24-09-22 20:14, 24.00, 36.00
24-09-22 20:24, 24.00, 36.00
24-09-22 20:46, 24.00, 37.00
24-09-22 20:56, 24.00, 37.00
24-09-22 21:06, 24.00, 37.00
24-09-22 21:36, 24.00, 39.00
24-09-22 21:46, 24.00, 40.00
24-09-22 21:56, 24.00, 44.00
24-09-22 22:06, 24.00, 48.00
24-09-22 22:16, 23.00, 51.00
24-09-22 22:26, 22.00, 52.00
24-09-22 22:36, 22.00, 53.00
24-09-22 22:46, 22.00, 53.00
24-09-22 22:56, 22.00, 52.00
24-09-22 23:06, 22.00, 52.00
24-09-22 23:16, 22.00, 51.00
24-09-22 23:26, 23.00, 49.00
24-09-22 23:36, 22.00, 47.00
24-09-22 23:46, 22.00, 47.00
24-09-22 23:56, 22.00, 48.00
25-09-22 00:06, 22.00, 48.00
25-09-22 00:16, 22.00, 41.00
25-09-22 00:26, 22.00, 37.00
25-09-22 00:36, 21.00, 37.00
25-09-22 00:46, 22.00, 37.00
25-09-22 00:56, 22.00, 37.00
25-09-22 01:06, 22.00, 38.00
25-09-22 01:16, 22.00, 38.00
25-09-22 01:26, 23.00, 39.00
25-09-22 01:36, 22.00, 40.00
25-09-22 01:46, 22.00, 40.00
25-09-22 01:56, 22.00, 41.00
25-09-22 02:06, 22.00, 44.00
25-09-22 02:16, 22.00, 45.00
25-09-22 02:26, 22.00, 44.00
25-09-22 02:36, 22.00, 45.00
25-09-22 02:46, 22.00, 45.00
25-09-22 02:56, 22.00, 46.00
25-09-22 03:06, 23.00, 47.00
25-09-22 03:16, 22.00, 48.00
25-09-22 03:26, 23.00, 48.00
25-09-22 03:36, 22.00, 48.00
25-09-22 03:46, 23.00, 48.00
25-09-22 03:56, 22.00, 50.00
25-09-22 04:06, 23.00, 49.00
25-09-22 04:16, 23.00, 49.00
25-09-22 04:26, 22.00, 49.00
25-09-22 04:36, 23.00, 49.00
25-09-22 04:46, 22.00, 49.00
25-09-22 04:56, 22.00, 49.00
25-09-22 05:06, 23.00, 49.00
25-09-22 05:16, 23.00, 49.00
25-09-22 05:27, 22.00, 49.00
25-09-22 05:37, 22.00, 49.00
25-09-22 05:47, 23.00, 49.00
25-09-22 05:57, 22.00, 49.00
25-09-22 06:07, 22.00, 50.00
25-09-22 06:17, 22.00, 49.00
25-09-22 06:27, 22.00, 49.00
25-09-22 06:37, 22.00, 49.00
25-09-22 06:47, 22.00, 50.00
25-09-22 06:57, 22.00, 50.00
25-09-22 07:07, 22.00, 50.00
